Date,Province/State,Country_Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,FIPS,Admin2,Province_State,Last_Update,Lat,Long_,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio,Incident_Rate,Case_Fatality_Ratio
02-27-2020,,Denmark,2020-02-27T16:23:03,1,0.0,0.0,,,,,,,,,,,,,,
02-28-2020,,Denmark,2020-02-27T16:23:03,1,0.0,0.0,,,,,,,,,,,,,,
02-29-2020,,Denmark,2020-02-29T18:03:05,3,0.0,0.0,,,,,,,,,,,,,,
03-01-2020,,Denmark,2020-03-01T23:33:03,4,0.0,0.0,56.2639,9.5018,,,,,,,,,,,,
03-02-2020,,Denmark,2020-03-01T23:33:03,4,0.0,0.0,56.2639,9.5018,,,,,,,,,,,,
03-03-2020,,Denmark,2020-03-03T15:13:26,6,0.0,0.0,56.2639,9.5018,,,,,,,,,,,,
03-04-2020,,Denmark,2020-03-04T00:03:15,10,0.0,0.0,56.2639,9.5018,,,,,,,,,,,,
03-05-2020,,Denmark,2020-03-04T00:03:15,10,0.0,0.0,56.2639,9.5018,,,,,,,,,,,,
03-06-2020,,Denmark,2020-03-06T13:03:12,23,0.0,1.0,56.2639,9.5018,,,,,,,,,,,,
03-07-2020,,Denmark,2020-03-06T13:03:12,23,0.0,1.0,56.2639,9.5018,,,,,,,,,,,,
03-08-2020,,Denmark,2020-03-08T14:53:11,35,0.0,1.0,56.2639,9.5018,,,,,,,,,,,,
03-09-2020,,Denmark,2020-03-09T18:13:11,90,0.0,1.0,56.2639,9.5018,,,,,,,,,,,,
03-10-2020,,Denmark,2020-03-10T17:33:34,262,0.0,1.0,56.2639,9.5018,,,,,,,,,,,,
03-11-2020,Denmark,Denmark,2020-03-11T22:13:13,442,0.0,1.0,56.2639,9.5018,,,,,,,,,,,,
03-11-2020,Faroe Islands,Denmark,2020-03-11T20:53:02,2,0.0,0.0,61.8926,-6.9118,,,,,,,,,,,,
03-12-2020,Denmark,Denmark,2020-03-12T09:53:06,615,0.0,1.0,56.2639,9.5018,,,,,,,,,,,,
03-12-2020,Faroe Islands,Denmark,2020-03-11T20:53:02,2,0.0,0.0,61.8926,-6.9118,,,,,,,,,,,,
03-13-2020,Denmark,Denmark,2020-03-11T20:00:00,801,0.0,1.0,56.2639,9.5018,,,,,,,,,,,,
03-13-2020,Faroe Islands,Denmark,2020-03-11T20:00:00,3,0.0,0.0,61.8926,-6.9118,,,,,,,,,,,,
03-14-2020,Denmark,Denmark,2020-03-14T22:13:32,827,1.0,1.0,56.2639,9.5018,,,,,,,,,,,,
03-14-2020,Faroe Islands,Denmark,2020-03-14T16:33:03,9,0.0,0.0,61.8926,-6.9118,,,,,,,,,,,,
03-15-2020,Denmark,Denmark,2020-03-15T18:20:19,864,2.0,1.0,56.2639,9.5018,,,,,,,,,,,,
03-15-2020,Faroe Islands,Denmark,2020-03-15T18:20:19,11,0.0,0.0,61.8926,-6.9118,,,,,,,,,,,,
03-16-2020,Denmark,Denmark,2020-03-16T18:33:03,914,3.0,1.0,56.2639,9.5018,,,,,,,,,,,,
03-16-2020,Faroe Islands,Denmark,2020-03-16T14:38:45,18,0.0,0.0,61.8926,-6.9118,,,,,,,,,,,,
03-17-2020,Denmark,Denmark,2020-03-17T16:33:04,977,4.0,1.0,56.2639,9.5018,,,,,,,,,,,,
03-17-2020,Faroe Islands,Denmark,2020-03-17T10:13:13,47,0.0,0.0,61.8926,-6.9118,,,,,,,,,,,,
03-18-2020,Denmark,Denmark,2020-03-18T16:59:35,1057,4.0,1.0,56.2639,9.5018,,,,,,,,,,,,
03-18-2020,Faroe Islands,Denmark,2020-03-18T16:59:35,58,0.0,0.0,61.8926,-6.9118,,,,,,,,,,,,
03-19-2020,Denmark,Denmark,2020-03-19T17:13:42,1151,6.0,1.0,56.2639,9.5018,,,,,,,,,,,,
03-19-2020,Faroe Islands,Denmark,2020-03-19T10:53:03,72,0.0,0.0,61.8926,-6.9118,,,,,,,,,,,,
03-19-2020,Greenland,Denmark,2020-03-19T08:13:19,2,0.0,0.0,71.7069,-42.6043,,,,,,,,,,,,
03-20-2020,Denmark,Denmark,2020-03-20T18:13:12,1255,9.0,1.0,56.2639,9.5018,,,,,,,,,,,,
03-20-2020,Faroe Islands,Denmark,2020-03-20T15:13:21,80,0.0,0.0,61.8926,-6.9118,,,,,,,,,,,,
03-20-2020,Greenland,Denmark,2020-03-19T08:13:19,2,0.0,0.0,71.7069,-42.6043,,,,,,,,,,,,
03-21-2020,Denmark,Denmark,2020-03-21T12:43:08,1326,13.0,1.0,56.2639,9.5018,,,,,,,,,,,,
03-21-2020,Faroe Islands,Denmark,2020-03-21T12:43:08,92,0.0,0.0,61.8926,-6.9118,,,,,,,,,,,,
03-21-2020,Greenland,Denmark,2020-03-19T08:13:19,2,0.0,0.0,71.7069,-42.6043,,,,,,,,,,,,
03-22-2020,,Denmark,,1395,13.0,1.0,,,,,,3/22/20 23:45,56.2639,9.5018,1381.0,Denmark,,,,
03-23-2020,,Denmark,,1450,24.0,1.0,,,,,,2020-03-23 23:19:21,56.2639,9.5018,1425.0,Denmark,,,,
03-24-2020,,Denmark,,1591,32.0,1.0,,,,,,2020-03-24 23:37:15,56.2639,9.5018,1558.0,Denmark,,,,
03-25-2020,,Denmark,,1724,34.0,1.0,,,,,,2020-03-25 23:33:04,56.2639,9.5018,1689.0,Denmark,,,,
03-26-2020,,Denmark,,1877,41.0,1.0,,,,,,2020-03-26 23:48:18,56.2639,9.5018,1835.0,Denmark,,,,
03-27-2020,,Denmark,,2046,52.0,1.0,,,,,,2020-03-27 23:23:03,56.2639,9.5018,1993.0,Denmark,,,,
03-28-2020,,Denmark,,2201,65.0,1.0,,,,,,3/28/20 23:05,56.2639,9.5018,2135.0,Denmark,,,,
03-29-2020,,Denmark,,2395,72.0,1.0,,,,,,3/29/20 23:08,56.2639,9.5018,2322.0,Denmark,,,,
03-30-2020,,Denmark,,2577,77.0,1.0,,,,,,3/30/20 22:52,56.2639,9.5018,2499.0,Denmark,,,,
03-31-2020,,Denmark,,2860,90.0,1.0,,,,,,2020-03-31 23:43:43,56.2639,9.5018,2769.0,Denmark,,,,
04-01-2020,,Denmark,,3107,104.0,894.0,,,,,,2020-04-01 21:58:34,56.2639,9.5018,2109.0,Denmark,,,,
04-02-2020,,Denmark,,3386,123.0,1089.0,,,,,,4/2/20 23:25,56.2639,9.5018,2174.0,Denmark,,,,
04-03-2020,,Denmark,,3757,139.0,1193.0,,,,,,2020-04-03 22:46:20,56.2639,9.5018,2425.0,Denmark,,,,
04-04-2020,,Denmark,,4077,161.0,1283.0,,,,,,4/4/20 23:34,56.2639,9.5018,2633.0,Denmark,,,,
04-05-2020,,Denmark,,4369,179.0,1327.0,,,,,,2020-04-05 23:06:26,56.2639,9.5018,2863.0,Denmark,,,,
04-06-2020,,Denmark,,4681,187.0,1378.0,,,,,,4/6/20 23:21,56.2639,9.5018,3116.0,Denmark,,,,
04-07-2020,,Denmark,,5071,203.0,1491.0,,,,,,2020-04-07 23:04:29,56.2639,9.5018,3377.0,Denmark,,,,
04-08-2020,,Denmark,,5402,218.0,1621.0,,,,,,2020-04-08 22:51:39,56.2639,9.5018,3563.0,Denmark,,,,
04-09-2020,,Denmark,,5635,237.0,1736.0,,,,,,2020-04-09 23:02:19,56.2639,9.5018,3662.0,Denmark,,,,
04-10-2020,,Denmark,,5819,247.0,1773.0,,,,,,2020-04-10 22:53:48,56.2639,9.5018,3799.0,Denmark,,,,
04-11-2020,,Denmark,,5996,260.0,1955.0,,,,,,2020-04-11 22:45:13,56.2639,9.5018,3781.0,Denmark,,,,
04-12-2020,,Denmark,,6174,273.0,2123.0,,,,,,2020-04-12 23:17:00,56.2639,9.5018,3778.0,Denmark,,,,
04-13-2020,,Denmark,,6318,285.0,2235.0,,,,,,2020-04-13 23:07:34,56.2639,9.5018,3798.0,Denmark,,,,
04-14-2020,,Denmark,,6511,299.0,2515.0,,,,,,2020-04-14 23:33:12,56.2639,9.5018,3697.0,Denmark,,,,
04-15-2020,,Denmark,,6681,309.0,2748.0,,,,,,2020-04-15 22:56:32,56.2639,9.5018,3624.0,Denmark,,,,
04-16-2020,,Denmark,,6879,321.0,3023.0,,,,,,2020-04-16 23:30:31,56.2639,9.5018,3535.0,Denmark,,,,
04-17-2020,,Denmark,,7073,336.0,3389.0,,,,,,2020-04-17 23:30:32,56.2639,9.5018,3348.0,Denmark,,,,
04-18-2020,,Denmark,,7242,346.0,3847.0,,,,,,2020-04-18 22:32:28,56.2639,9.5018,3049.0,Denmark,,,,
04-19-2020,,Denmark,,7384,355.0,4141.0,,,,,,2020-04-19 23:40:41,56.2639,9.5018,2888.0,Denmark,,,,
04-20-2020,,Denmark,,7515,364.0,4312.0,,,,,,2020-04-20 23:36:27,56.2639,9.5018,2839.0,Denmark,,,,
04-21-2020,,Denmark,,7695,370.0,4700.0,,,,,,2020-04-21 23:30:30,56.2639,9.5018,2625.0,Denmark,,,,
04-22-2020,,Denmark,,7912,384.0,5087.0,,,,,,2020-04-22 23:30:32,56.2639,9.5018,2441.0,Denmark,,,,
04-23-2020,,Denmark,,8073,394.0,5384.0,,,,,,2020-04-24 03:30:31,56.2639,9.5018,2295.0,Denmark,,,,
04-24-2020,,Denmark,,8210,403.0,5526.0,,,,,,2020-04-25 06:30:33,56.2639,9.5018,2281.0,Denmark,,,,
04-25-2020,,Denmark,,8445,418.0,5669.0,,,,,,2020-04-26 02:30:31,56.2639,9.5018,2358.0,Denmark,,,,
04-26-2020,,Denmark,,8575,422.0,5805.0,,,,,,2020-04-27 02:30:33,56.2639,9.5018,2348.0,Denmark,,,,
04-27-2020,,Denmark,,8698,427.0,5959.0,,,,,,2020-04-28 02:30:32,56.2639,9.5018,2312.0,Denmark,,,,
04-28-2020,,Denmark,,8851,434.0,6121.0,,,,,,2020-04-29 02:32:29,56.2639,9.5018,2296.0,Denmark,,,,
04-29-2020,,Denmark,,9008,443.0,6366.0,,,,,,2020-04-30 02:32:27,56.2639,9.5018,2199.0,Denmark,,,,
04-30-2020,,Denmark,,9158,452.0,6546.0,,,,,,2020-05-01 02:32:28,56.2639,9.5018,2160.0,Denmark,,,,
05-01-2020,,Denmark,,9311,460.0,6729.0,,,,,,2020-05-02 02:32:27,56.2639,9.5018,2122.0,Denmark,,,,
05-02-2020,,Denmark,,9407,475.0,6889.0,,,,,,2020-05-03 02:32:28,56.2639,9.5018,2043.0,Denmark,,,,
05-03-2020,,Denmark,,9523,484.0,6987.0,,,,,,2020-05-04 02:32:28,56.2639,9.5018,2052.0,Denmark,,,,
05-04-2020,,Denmark,,9670,493.0,7088.0,,,,,,2020-05-05 02:32:34,56.2639,9.5018,2089.0,Denmark,,,,
05-05-2020,,Denmark,,9821,503.0,7296.0,,,,,,2020-05-06 02:32:31,56.2639,9.5018,2022.0,Denmark,,,,
05-06-2020,,Denmark,,9938,506.0,7493.0,,,,,,2020-05-07 02:32:28,56.2639,9.5018,1939.0,Denmark,,,,
05-07-2020,,Denmark,,10083,514.0,7711.0,,,,,,2020-05-08 02:32:32,56.2639,9.5018,1858.0,Denmark,,,,
05-08-2020,,Denmark,,10218,522.0,7927.0,,,,,,2020-05-09 02:32:35,56.2639,9.5018,1769.0,Denmark,,,,
05-09-2020,,Denmark,,10319,526.0,8093.0,,,,,,2020-05-10 02:32:30,56.2639,9.5018,1700.0,Denmark,,,,
05-10-2020,,Denmark,,10429,529.0,8217.0,,,,,,2020-05-11 02:32:30,56.2639,9.5018,1683.0,Denmark,,,,
05-11-2020,,Denmark,,10513,533.0,8328.0,,,,,,2020-05-12 03:32:27,56.2639,9.5018,1652.0,Denmark,,,,
05-12-2020,,Denmark,,10591,527.0,8580.0,,,,,,2020-05-13 03:32:26,56.2639,9.5018,1484.0,Denmark,,,,
05-13-2020,,Denmark,,10667,533.0,8663.0,,,,,,2020-05-14 03:32:28,56.2639,9.5018,1471.0,Denmark,,,,
05-14-2020,,Denmark,,10713,537.0,8805.0,,,,,,2020-05-15 02:33:02,56.2639,9.5018,1371.0,Denmark,,,,
05-15-2020,,Denmark,,10791,537.0,8959.0,,,,,,2020-05-16 02:32:19,56.2639,9.5018,1295.0,Denmark,,,,
05-16-2020,,Denmark,,10858,543.0,9107.0,,,,,,2020-05-17 02:32:32,56.2639,9.5018,1208.0,Denmark,,,,
05-17-2020,,Denmark,,10927,547.0,9227.0,,,,,,2020-05-18 02:32:21,56.2639,9.5018,1153.0,Denmark,,,,
05-18-2020,,Denmark,,10968,548.0,9301.0,,,,,,2020-05-19 02:32:18,56.2639,9.5018,1119.0,Denmark,,,,
05-19-2020,,Denmark,,11044,551.0,9416.0,,,,,,2020-05-20 02:32:19,56.2639,9.5018,1077.0,Denmark,,,,
05-20-2020,,Denmark,,11117,554.0,9536.0,,,,,,2020-05-21 02:32:48,56.2639,9.5018,1027.0,Denmark,,,,
05-21-2020,,Denmark,,11182,561.0,9643.0,,,,,,2020-05-22 02:36:51,56.2639,9.5018,978.0,Denmark,,,,
05-22-2020,,Denmark,,11230,561.0,9764.0,,,,,,2020-05-23 02:32:42,56.2639,9.5018,905.0,Denmark,,,,
05-23-2020,,Denmark,,11289,561.0,9836.0,,,,,,2020-05-24 02:32:43,56.2639,9.5018,892.0,Denmark,,,,
05-24-2020,,Denmark,,11360,562.0,9900.0,,,,,,2020-05-25 02:32:44,56.2639,9.5018,898.0,Denmark,,,,
05-25-2020,,Denmark,,11387,563.0,9964.0,,,,,,2020-05-26 02:32:35,56.2639,9.5018,860.0,Denmark,,,,
05-26-2020,,Denmark,,11428,563.0,10044.0,,,,,,2020-05-27 02:32:31,56.2639,9.5018,821.0,Denmark,,,,
05-27-2020,,Denmark,,11480,565.0,10106.0,,,,,,2020-05-28 02:32:31,56.2639,9.5018,809.0,Denmark,,,,
05-28-2020,,Denmark,,11512,568.0,10180.0,,,,,,2020-05-29 02:32:50,56.2639,9.5018,764.0,Denmark,,,,
05-29-2020,,Denmark,,11593,568.0,10240.0,,,,,,2020-05-30 02:32:48,56.2639,9.5018,785.0,Denmark,200.14837187163505,4.899508323988614,,
05-30-2020,,Denmark,,11633,571.0,10327.0,,,,,,2020-05-31 02:32:45,56.2639,9.5018,735.0,Denmark,200.8389554026335,4.908450098856701,,
05-31-2020,,Denmark,,11669,574.0,10362.0,,,,,,2020-06-01 02:32:46,56.2639,9.5018,733.0,Denmark,201.4604805805321,4.919016196760648,,
06-01-2020,,Denmark,,11699,576.0,10412.0,,,,,,2020-06-02 02:33:08,56.2639,9.5018,711.0,Denmark,201.978418228781,4.923497734849132,,
06-02-2020,,Denmark,,11734,580.0,10489.0,,,,,,2020-06-03 02:33:13,56.2639,9.5018,665.0,Denmark,202.58267881840467,4.942900971535709,,
06-03-2020,,Denmark,,11771,580.0,10552.0,,,,,,2020-06-04 02:33:14,56.2639,9.5018,639.0,Denmark,203.22146858457828,4.9273638603347205,,
06-04-2020,,Denmark,,11811,582.0,10620.0,,,,,,2020-06-05 02:33:06,56.2639,9.5018,609.0,Denmark,203.9120521155768,4.927609855219711,,
06-05-2020,,Denmark,,11875,586.0,10653.0,,,,,,2020-06-06 02:33:00,56.2639,9.5018,636.0,Denmark,205.01698576517435,4.934736842105263,,
06-06-2020,,Denmark,,11924,587.0,10721.0,,,,,,2020-06-07 03:53:30,56.2639,9.5018,616.0,Denmark,205.86295059064747,4.9228446829922845,,
06-07-2020,,Denmark,,11948,589.0,10755.0,,,,,,2020-06-08 03:33:22,56.2639,9.5018,604.0,Denmark,206.27730070924656,4.929695346501506,,
06-08-2020,,Denmark,,11962,593.0,10792.0,,,,,,2020-06-09 03:33:03,56.2639,9.5018,577.0,Denmark,206.519004945096,4.957364989132252,,
06-09-2020,,Denmark,,12001,593.0,10849.0,,,,,,2020-06-10 04:07:00,56.2639,9.5018,559.0,Denmark,207.19232388781955,4.941254895425382,,
06-10-2020,,Denmark,,12016,593.0,10904.0,,,,,,2020-06-11 03:33:41,56.2639,9.5018,519.0,Denmark,207.451292711944,4.93508655126498,,
06-11-2020,,Denmark,,12035,593.0,10955.0,,,,,,2020-06-12 05:09:52,56.2639,9.5018,487.0,Denmark,207.77931988916825,4.927295388450353,,
06-12-2020,,Denmark,,12099,594.0,10993.0,,,,,,2020-06-13 03:33:14,56.2639,9.5018,512.0,Denmark,208.88425353876585,4.909496652615919,,
06-13-2020,,Denmark,,12139,597.0,11035.0,,,,,,2020-06-14 03:33:15,56.2639,9.5018,507.0,Denmark,209.5748370697643,4.918032786885246,,
06-14-2020,,Denmark,,12193,597.0,11068.0,,,,,,2020-06-15 03:33:14,56.2639,9.5018,528.0,Denmark,210.50712483661223,4.896251947838924,,
06-15-2020,,Denmark,,12217,598.0,11090.0,,,,,,2020-06-16 04:33:09,56.2639,9.5018,529.0,Denmark,210.92147495521132,4.894818695260702,,
06-16-2020,,Denmark,,12250,598.0,11125.0,,,,,,2020-06-17 04:33:21,56.2639,9.5018,527.0,Denmark,211.49120636828508,4.881632653061224,,
06-17-2020,,Denmark,,12294,598.0,11185.0,,,,,,2020-06-18 04:33:18,56.2639,9.5018,511.0,Denmark,212.2508482523834,4.864161379534733,,
06-18-2020,,Denmark,,12344,600.0,11242.0,,,,,,2020-06-19 04:33:17,56.2639,9.5018,502.0,Denmark,213.11407766613152,4.860661049902787,,
06-19-2020,,Denmark,,12391,600.0,11282.0,,,,,,2020-06-20 04:33:19,56.2639,9.5018,509.0,Denmark,213.92551331505476,4.842224194980227,,
06-20-2020,,Denmark,,12391,600.0,11282.0,,,,,,2020-06-21 04:33:19,56.2639,9.5018,509.0,Denmark,213.92551331505476,4.842224194980227,,
06-21-2020,,Denmark,,12391,600.0,11282.0,,,,,,2020-06-22 04:33:20,56.2639,9.5018,509.0,Denmark,213.92551331505476,4.842224194980227,,
06-22-2020,,Denmark,,12527,602.0,11347.0,,,,,,2020-06-23 04:33:22,56.2639,9.5018,578.0,Denmark,216.2734973204496,4.805619861100024,,
06-23-2020,,Denmark,,12561,603.0,11393.0,,,,,,2020-06-24 04:33:28,56.2639,9.5018,565.0,Denmark,216.8604933217983,4.80057320277048,,
06-24-2020,,Denmark,,12615,603.0,11422.0,,,,,,2020-06-25 05:26:54,56.2639,9.5018,590.0,Denmark,217.79278108864625,4.780023781212842,,
06-25-2020,,Denmark,,12636,603.0,11460.0,,,,,,2020-06-26 04:33:43,56.2639,9.5018,573.0,Denmark,218.15533744242043,4.772079772079772,,
06-26-2020,,Denmark,,12675,604.0,11508.0,,,,,,2020-06-27 04:33:35,56.2639,9.5018,563.0,Denmark,218.828656385144,4.765285996055227,,
06-27-2020,,Denmark,,12675,604.0,11508.0,,,,,,2020-06-28 04:34:04,56.2639,9.5018,563.0,Denmark,218.828656385144,4.765285996055227,,
06-28-2020,,Denmark,,12675,604.0,11508.0,,,,,,2020-06-29 04:33:44,56.2639,9.5018,563.0,Denmark,218.828656385144,4.765285996055227,,
06-29-2020,,Denmark,,12751,605.0,11612.0,,,,,,2020-06-30 04:33:48,56.2639,9.5018,534.0,Denmark,220.1407650940411,4.744725904,,
06-30-2020,,Denmark,,12768,605.0,11649.0,,,,,,2020-07-01 04:33:52,56.2639,9.5018,514.0,Denmark,220.43426309471545,4.738408521303258,,
07-01-2020,,Denmark,,12794,606.0,11693.0,,,,,,2020-07-02 04:33:46,56.2639,9.5018,495.0,Denmark,220.88314238986445,4.736595279037049,,
07-02-2020,,Denmark,,12815,606.0,11769.0,,,,,,2020-07-03 04:33:54,56.2639,9.5018,440.0,Denmark,221.2456987436386,4.728833398361296,,
07-03-2020,,Denmark,,12832,606.0,11817.0,,,,,,2020-07-04 04:33:51,56.2639,9.5018,409.0,Denmark,221.53919674431305,4.722568578553616,,
07-04-2020,,Denmark,,12832,606.0,11817.0,,,,,,2020-07-05 04:33:46,56.2639,9.5018,409.0,Denmark,221.53919674431305,4.722568578553616,,
07-05-2020,,Denmark,,12832,606.0,11817.0,,,,,,2020-07-06 04:33:57,56.2639,9.5018,409.0,Denmark,221.53919674431305,4.722568578553616,,
07-06-2020,,Denmark,,12878,607.0,11935.0,,,,,,2020-07-07 04:34:00,56.2639,9.5018,336.0,Denmark,222.33336780496128,4.713464823730393,,
07-07-2020,,Denmark,,12888,609.0,11983.0,,,,,,2020-07-08 05:33:48,56.2639,9.5018,296.0,Denmark,222.5060136877109,4.725325884543762,,
07-08-2020,,Denmark,,12900,609.0,12001.0,,,,,,2020-07-09 04:34:23,56.2639,9.5018,290.0,Denmark,222.71318874701043,4.72093023255814,,
07-09-2020,,Denmark,,12916,609.0,12045.0,,,,,,2020-07-10 04:34:24,56.2639,9.5018,262.0,Denmark,222.98942215940983,4.715082068751936,,
07-10-2020,,Denmark,,12946,609.0,12077.0,,,,,,2020-07-11 04:34:26,56.2639,9.5018,260.0,Denmark,223.5073598076587,4.704155723775684,,
07-11-2020,,Denmark,,12946,609.0,12077.0,,,,,,2020-07-12 04:34:30,56.2639,9.5018,260.0,Denmark,223.5073598076587,4.704155723775684,,
07-12-2020,,Denmark,,12946,609.0,12077.0,,,,,,2020-07-13 04:43:04,56.2639,9.5018,260.0,Denmark,223.5073598076587,4.704155723775684,,
07-13-2020,,Denmark,,13037,610.0,12130.0,,,,,,2020-07-14 04:34:46,56.2639,9.5018,297.0,Denmark,225.0784373406802,4.678990565314106,,
07-14-2020,,Denmark,,13061,610.0,12160.0,,,,,,2020-07-15 04:34:39,56.2639,9.5018,291.0,Denmark,225.49278745927933,4.670392772375775,,
07-15-2020,,Denmark,,13092,610.0,12182.0,,,,,,2020-07-16 04:44:59,56.2639,9.5018,300.0,Denmark,226.02798969580317,4.659333944393523,,
07-16-2020,,Denmark,,13124,610.0,12195.0,,,,,,2020-07-17 04:34:50,56.2639,9.5018,319.0,Denmark,226.580456520602,4.647973178908869,,
07-17-2020,,Denmark,,13173,611.0,12209.0,,,,,,2020-07-18 04:34:45,56.2639,9.5018,353.0,Denmark,227.4264213460751,4.638275260001518,,
07-18-2020,,Denmark,,13173,611.0,12209.0,,,,,,2020-07-19 04:34:58,56.2639,9.5018,353.0,Denmark,227.4264213460751,4.638275260001518,,
07-19-2020,,Denmark,,13173,611.0,12209.0,,,,,,2020-07-20 05:34:40,56.2639,9.5018,353.0,Denmark,227.4264213460751,4.638275260001518,,
07-20-2020,,Denmark,,13262,611.0,12251.0,,,,,,2020-07-21 04:38:46,56.2639,9.5018,400.0,Denmark,228.9629697025467,4.607148243100588,,
07-21-2020,,Denmark,,13302,611.0,12261.0,,,,,,2020-07-22 04:34:42,56.2639,9.5018,430.0,Denmark,229.65355323354515,4.593294241467449,,
07-22-2020,,Denmark,,13350,611.0,12274.0,,,,,,2020-07-23 05:15:04,56.2639,9.5018,465.0,Denmark,230.4822534707433,4.5767790262172285,,
07-23-2020,,Denmark,,13390,612.0,12299.0,,,,,,2020-07-24 05:30:40,56.2639,9.5018,479.0,Denmark,231.17283700174184,4.57057505601195,,
07-24-2020,,Denmark,,13438,613.0,12340.0,,,,,,2020-07-25 04:47:39,56.2639,9.5018,485.0,Denmark,232.00153723894,4.561690727786873,,
07-25-2020,,Denmark,,13438,613.0,12340.0,,,,,,2020-07-26 04:35:00,56.2639,9.5018,485.0,Denmark,232.00153723894,4.561690727786873,,
07-26-2020,,Denmark,,13438,613.0,12340.0,,,,,,2020-07-27 04:35:02,56.2639,9.5018,485.0,Denmark,232.00153723894,4.561690727786873,,
07-27-2020,,Denmark,,13547,613.0,12417.0,,,,,,2020-07-28 04:58:43,56.2639,9.5018,517.0,Denmark,233.88337736091088,4.524987082010777,,
07-28-2020,,Denmark,,13577,613.0,12451.0,,,,,,2020-07-29 04:35:11,56.2639,9.5018,513.0,Denmark,234.40131500915973,4.514988583634087,,
07-29-2020,,Denmark,,13634,614.0,12485.0,,,,,,2020-07-30 04:35:05,56.2639,9.5018,535.0,Denmark,235.3853965408325,4.50344726419246,,
07-30-2020,,Denmark,,13725,615.0,12526.0,,,,,,2020-07-31 04:35:18,56.2639,9.5018,584.0,Denmark,236.9564740738541,4.48087431693989,,
07-31-2020,,Denmark,,13789,615.0,12578.0,,,,,,2020-08-01 04:36:27,56.2639,9.5018,596.0,Denmark,238.06140772345168,4.460076872869679,,
08-01-2020,,Denmark,,13789,615.0,12578.0,,,,,,2020-08-02 04:34:47,56.2639,9.5018,596.0,Denmark,238.06140772345168,4.460076872869679,,
08-02-2020,,Denmark,,13789,615.0,12578.0,,,,,,2020-08-03 04:34:35,56.2639,9.5018,596.0,Denmark,238.06140772345168,4.460076872869679,,
08-03-2020,,Denmark,,13996,616.0,12682.0,,,,,,2020-08-04 04:41:59,56.2639,9.5018,698.0,Denmark,241.63517749636884,4.401257502143469,,
08-04-2020,,Denmark,,14073,616.0,12715.0,,,,,,2020-08-05 04:34:43,56.2639,9.5018,742.0,Denmark,242.96455079354087,4.377176152916933,,
08-05-2020,,Denmark,,14185,616.0,12753.0,,,,,,2020-08-06 04:35:02,56.2639,9.5018,816.0,Denmark,244.8981846803366,4.342615438843849,,
08-06-2020,,Denmark,,14306,617.0,12787.0,,,,,,2020-08-07 04:35:11,56.2639,9.5018,902.0,Denmark,246.98719986160705,4.312875716482595,,
08-07-2020,,Denmark,,14442,617.0,12840.0,,,,,,2020-08-08 04:34:53,56.2639,9.5018,985.0,Denmark,249.33518386700192,4.27226145963163,,
